	;Ц
0xe14c	0xfad1
0xe14d	0xfad2
0xe14e	0xfad3
0xe14f	0xfad4
0xe150	0xfad5
0xe151	0xfad6
0xe152	0xfad7
0xe153	0xfad8
0xe154	0xfad9
0xe155	0xfada
0xe156	0xfadb
0xe157	0xfadc
0xe158	0xfadd
0xe159	0xfade
0xe15a	0xfadf
0xe15b	0xfae0
0xe15c	0xfae1
0xe15d	0xfae2
0xe15e	0xfae3
0xe15f	0xfae4
0xe160	0xfae5
0xe161	0xfae6
0xe162	0xfae7
0xe163	0xfae8
0xe164	0xfae9
0xe165	0xfaea
0xe166	0xfaeb
0xe167	0xfaec
0xe168	0xfaed
0xe169	0xfaee
0xe16a	0xfaef
0xe16b	0xfaf0
0xe16c	0xfaf1
0xe16d	0xfaf2
0xe16e	0xfaf3
0xe16f	0xfaf4
0xe170	0xfaf5
0xe171	0xfaf6
0xe172	0xfaf7
0xe173	0xfaf8
0xe174	0xfaf9
0xe175	0xfafa
0xe176	0xfafb
0xe177	0xfafc
0xe178	0xfb40
0xe179	0xfb41
0xe17a	0xfb42
0xe17b	0xfb43
0xe17c	0xfb44
0xe17d	0xfb45
0xe17e	0xfb46
0xe17f	0xfb47
0xe180	0xfb48
0xe181	0xfb49
0xe182	0xfb4a
0xe183	0xfb4b
0xe184	0xfb4c
0xe185	0xfb4d
0xe186	0xfb4e
0xe187	0xfb4f
0xe188	0xfb50
0xe189	0xfb51
0xe18a	0xfb52
0xe18b	0xfb53
0xe18c	0xfb54
0xe18d	0xfb55
0xe18e	0xfb56
0xe18f	0xfb57
0xe190	0xfb58
0xe191	0xfb59
0xe192	0xfb5a
0xe193	0xfb5b
0xe194	0xfb5c
0xe195	0xfb5d
0xe196	0xfb5e
0xe197	0xfb5f
0xe198	0xfb60
0xe199	0xfb61
0xe19a	0xfb62
0xe19b	0xfb63
0xe19c	0xfb64
0xe19d	0xfb65
0xe19e	0xfb66
0xe19f	0xfb67
0xe1a0	0xfb68
0xe1a1	0xfb69
0xe1a2	0xfb6a
0xe1a3	0xfb6b
0xe1a4	0xfb6c
0xe1a5	0xfb6d
0xe1a6	0xfb6e
0xe1a7	0xfb6f
0xe1a8	0xfb70
0xe1a9	0xfb71
0xe1aa	0xfb72
0xe1ab	0xfb73
0xe1ac	0xfb74
0xe1ad	0xfb75
0xe1ae	0xfb76
0xe1af	0xfb77
0xe1b0	0xfb78
0xe1b1	0xfb79
0xe1b2	0xfb7a
0xe1b3	0xfb7b
0xe1b4	0xfb7c
0xe1b5	0xfb7d
0xe1b6	0xfb7e
0xe1b7	0xfb80
0xe1b8	0xfb81
0xe1b9	0xfb82
0xe1ba	0xfb83
0xe1bb	0xfb84
0xe1bc	0xfb85
0xe1bd	0xfb86
0xe1be	0xfb87
0xe1bf	0xfb88
0xe1c0	0xfb89
0xe1c1	0xfb8a
0xe1c2	0xfb8b
0xe1c3	0xfb8c
0xe1c4	0xfb8d
0xe1c5	0xfb8e
0xe1c6	0xfb8f
0xe1c7	0xfb90
0xe1c8	0xfb91
0xe1c9	0xfb92
0xe1ca	0xfb93
0xe1cb	0xfb94
0xe1cc	0xfb95
0xe1cd	0xfb96
0xe1ce	0xfb97
0xe1cf	0xfb98
0xe1d0	0xfb99
0xe1d1	0xfb9a
0xe1d2	0xfb9b
0xe1d3	0xfb9c
0xe1d4	0xfb9d
0xe1d5	0xfb9e
0xe1d6	0xfb9f
0xe1d7	0xfba0
0xe1d8	0xfba1
0xe1d9	0xfba2
0xe1da	0xfba3
0xe1db	0xfba4
0xe1dc	0xfba5
0xe1dd	0xfba6
0xe1de	0xfba7
0xe1df	0xfba8
0xe1e0	0xfba9
0xe1e1	0xfbaa
0xe1e2	0xfbab
0xe1e3	0xfbac
0xe1e4	0xfbad
0xe1e5	0xfbae
0xe1e6	0xfbaf
0xe1e7	0xfbb0
0xe1e8	0xfbb1
0xe1e9	0xfbb2
0xe1ea	0xfbb3
0xe1eb	0xfbb4
0xe1ec	0xfbb5
0xe1ed	0xfbb6
0xe1ee	0xfbb7
0xe1ef	0xfbb8
0xe1f0	0xfbb9
0xe1f1	0xfbba
0xe1f2	0xfbbb
0xe1f3	0xfbbc
0xe1f4	0xfbbd
0xe1f5	0xfbbe
0xe1f6	0xfbbf
0xe1f7	0xfbc0
0xe1f8	0xfbc1
0xe1f9	0xfbc2
0xe1fa	0xfbc3
0xe1fb	0xfbc4
0xe1fc	0xfbc5
0xe1fd	0xfbc6
0xe1fe	0xfbc7
0xe1ff	0xfbc8
0xe200	0xfbc9
0xe201	0xfbca
0xe202	0xfbcb
0xe203	0xfbcc
0xe204	0xfbcd
0xe205	0xfbce
0xe206	0xfbcf
0xe207	0xfbd0
0xe208	0xfbd1
0xe209	0xfbd2
0xe20a	0xfbd3
0xe20b	0xfbd4
0xe20c	0xfbd5
0xe20d	0xfbd6
0xe20e	0xfbd7
0xe20f	0xfbd8
0xe210	0xfbd9
0xe211	0xfbda
0xe212	0xfbdb
0xe213	0xfbdc
0xe214	0xfbdd
0xe215	0xfbde
0xe216	0xfbdf
0xe217	0xfbe0
0xe218	0xfbe1
0xe219	0xfbe2
0xe21a	0xfbe3
0xe21b	0xfbe4
0xe21c	0xfbe5
0xe21d	0xfbe6
0xe21e	0xfbe7
0xe21f	0xfbe8
0xe220	0xfbe9
0xe221	0xfbea
0xe222	0xfbeb
0xe223	0xfbec
0xe224	0xfbed
0xe225	0xfbee
0xe226	0xfbef
0xe227	0xfbf0
0xe228	0xfbf1
0xe229	0xfbf2
0xe22a	0xfbf3
0xe22b	0xfbf4
0xe22c	0xfbf5
0xe22d	0xfbf6
0xe22e	0xfbf7
0xe22f	0xfbf8
0xe230	0xfbf9
0xe231	0xfbfa
0xe232	0xfbfb
0xe233	0xfbfc
0xe234	0xd240
0xe235	0xd241
0xe236	0xd242
0xe237	0xd243
0xe238	0xd244
0xe239	0xd245
0xe23a	0xd246
0xe23b	0xd247
0xe23c	0xd248
0xe23d	0xd249
0xe23e	0xd24a
0xe23f	0xd24b
0xe240	0xd24c
0xe241	0xd24d
0xe242	0xd24e
0xe243	0xd24f
0xe244	0xd250
0xe245	0xd251
0xe246	0xd252
0xe247	0xd253
0xe248	0xd254
0xe249	0xd255
0xe24a	0xd256
0xe24b	0xd257
0xe24c	0xd258
0xe24d	0xd259
0xe24e	0xd25a
0xe24f	0xd25b
0xe250	0xd25c
0xe251	0xd25d
0xe252	0xd25e
0xe253	0xd25f
0xe254	0xd260
0xe255	0xd261
0xe256	0xd262
0xe257	0xd263
0xe258	0xd264
0xe259	0xd265
0xe25a	0xd266
0xe25b	0xd267
0xe25c	0xd268
0xe25d	0xd269
0xe25e	0xd26a
0xe25f	0xd26b
0xe260	0xd26c
0xe261	0xd26d
0xe262	0xd26e
0xe263	0xd26f
0xe264	0xd270
0xe265	0xd271
0xe266	0xd272
0xe267	0xd273
0xe268	0xd274
0xe269	0xd275
0xe26a	0xd276
0xe26b	0xd277
0xe26c	0xd278
0xe26d	0xd279
0xe26e	0xd27a
0xe26f	0xd27b
0xe270	0xd27c
0xe271	0xd27d
0xe272	0xd27e
0xe273	0xd280
0xe274	0xd281
0xe275	0xd282
0xe276	0xd283
0xe277	0xd284
0xe278	0xd285
0xe279	0xd286
0xe27a	0xd287
0xe27b	0xd288
0xe27c	0xd289
0xe27d	0xd28a
0xe27e	0xd28b
0xe27f	0xd28c
0xe280	0xd28d
0xe281	0xd28e
0xe282	0xd28f
0xe283	0xd290
0xe284	0xd291
0xe285	0xd292
0xe286	0xd293
0xe287	0xd294
0xe288	0xd295
0xe289	0xd296
0xe28a	0xd297
0xe28b	0xd298
0xe28c	0xd299
0xe28d	0xd29a
0xe28e	0xd29b
0xe28f	0xd29c
0xe290	0xd29d
0xe291	0xd29e
0xe292	0xd29f
0xe293	0xd2a0
0xe294	0xd2a1
0xe295	0xd2a2
0xe296	0xd2a3
0xe297	0xd2a4
0xe298	0xd2a5
0xe299	0xd2a6
0xe29a	0xd2a7
0xe29b	0xd2a8
0xe29c	0xd2a9
0xe29d	0xd2aa
0xe29e	0xd2ab
0xe29f	0xd2ac
0xe2a0	0xd2ad
0xe2a1	0xd2ae
0xe2a2	0xd2af
0xe2a3	0xd2b0
0xe2a4	0xd2b1
0xe2a5	0xd2b2
0xe2a6	0xd2b3
0xe2a7	0xd2b4
0xe2a8	0xd2b5
0xe2a9	0xd2b6
0xe2aa	0xd2b7
0xe2ab	0xd2b8
0xe2ac	0xd2b9
0xe2ad	0xd2ba
0xe2ae	0xd2bb
0xe2af	0xd2bc
0xe2b0	0xd2bd
0xe2b1	0xd2be
0xe2b2	0xd2bf
0xe2b3	0xd2c0
0xe2b4	0xd2c1
0xe2b5	0xd2c2
0xe2b6	0xd2c3
0xe2b7	0xd2c4
0xe2b8	0xd2c5
0xe2b9	0xd2c6
0xe2ba	0xd2c7
0xe2bb	0xd2c8
0xe2bc	0xd2c9
0xe2bd	0xd2ca
0xe2be	0xd2cb
0xe2bf	0xd2cc
0xe2c0	0xd2cd
0xe2c1	0xd2ce
0xe2c2	0xd2cf
0xe2c3	0xd2d0
0xe2c4	0xd2d1
0xe2c5	0xd2d2
0xe2c6	0xd2d3
0xe2c7	0xd2d4
0xe2c8	0xd2d5
0xe2c9	0xd2d6
0xe2ca	0xd2d7
0xe2cb	0xd2d8
0xe2cc	0xd2d9
0xe2cd	0xd2da
0xe2ce	0xd2db
0xe2cf	0xd2dc
0xe2d0	0xd2dd
0xe2d1	0xd2de
0xe2d2	0xd2df
0xe2d3	0xd2e0
0xe2d4	0xd2e1
0xe2d5	0xd2e2
0xe2d6	0xd2e3
0xe2d7	0xd2e4
0xe2d8	0xd2e5
0xe2d9	0xd2e6
0xe2da	0xd2e7
0xe2db	0xd2e8
0xe2dc	0xd2e9
0xe2dd	0xd2ea
0xe2de	0xd2eb
0xe2df	0xd2ec
0xe2e0	0xd2ed
0xe2e1	0xd2ee
0xe2e2	0xd2ef
0xe2e3	0xd2f0
0xe2e4	0xd2f1
0xe2e5	0xd2f2
0xe2e6	0xd2f3
0xe2e7	0xd2f4
0xe2e8	0xd2f5
0xe2e9	0xd2f6
0xe2ea	0xd2f7
0xe2eb	0xd2f8
0xe2ec	0xd2f9
0xe2ed	0xd2fa
0xe2ee	0xd2fb
0xe2ef	0xd2fc
0xe2f0	0xd340
0xe2f1	0xd341
0xe2f2	0xd342
0xe2f3	0xd343
0xe2f4	0xd344
0xe2f5	0xd345
0xe2f6	0xd346
0xe2f7	0xd347
0xe2f8	0xd348
0xe2f9	0xd349
0xe2fa	0xd34a
0xe2fb	0xd34b
0xe2fc	0xd34c
0xe2fd	0xd34d
0xe2fe	0xd34e
0xe2ff	0xd34f
0xe300	0xd350
0xe301	0xd351
0xe302	0xd352
0xe303	0xd353
0xe304	0xd354
0xe305	0xd355
0xe306	0xd356
0xe307	0xd357
0xe308	0xd358
0xe309	0xd359
0xe30a	0xd35a
0xe30b	0xd35b
0xe30c	0xd35c
0xe30d	0xd35d
0xe30e	0xd35e
0xe30f	0xd35f
0xe310	0xd360
0xe311	0xd361
0xe312	0xd362
0xe313	0xd363
0xe314	0xd364
0xe315	0xd365
0xe316	0xd366
0xe317	0xd367
0xe318	0xd368
0xe319	0xd369
0xe31a	0xd36a
0xe31b	0xd36b
0xe31c	0xd36c
0xe31d	0xd36d
0xe31e	0xd36e
0xe31f	0xd36f
0xe320	0xd370
0xe321	0xd371
0xe322	0xd372
0xe323	0xd373
0xe324	0xd374
0xe325	0xd375
0xe326	0xd376
0xe327	0xd377
0xe328	0xd378
0xe329	0xd379
0xe32a	0xd37a
0xe32b	0xd37b
0xe32c	0xd37c
0xe32d	0xd37d
0xe32e	0xd37e
0xe32f	0xd380
0xe330	0xd381
0xe331	0xd382
0xe332	0xd383
0xe333	0xd384
0xe334	0xd385
0xe335	0xd386
0xe336	0xd387
0xe337	0xd388
0xe338	0xd389
0xe339	0xd38a
0xe33a	0xd38b
0xe33b	0xd38c
0xe33c	0xd38d
0xe33d	0xd38e
0xe33e	0xd38f
0xe33f	0xd390
0xe340	0xd391
0xe341	0xd392
0xe342	0xd393
0xe343	0xd394
0xe344	0xd395
0xe345	0xd396
0xe346	0xd397
0xe347	0xd398
0xe348	0xd399
0xe349	0xd39a
0xe34a	0xd39b
0xe34b	0xd39c
0xe34c	0xd39d
0xe34d	0xd39e
0xe34e	0xd39f
0xe34f	0xd3a0
0xe350	0xd3a1
0xe351	0xd3a2
0xe352	0xd3a3
0xe353	0xd3a4
0xe354	0xd3a5
0xe355	0xd3a6
0xe356	0xd3a7
0xe357	0xd3a8
0xe358	0xd3a9
0xe359	0xd3aa
0xe35a	0xd3ab
0xe35b	0xd3ac
0xe35c	0xd3ad
0xe35d	0xd3ae
0xe35e	0xd3af
0xe35f	0xd3b0
0xe360	0xd3b1
0xe361	0xd3b2
0xe362	0xd3b3
0xe363	0xd3b4
0xe364	0xd3b5
0xe365	0xd3b6
0xe366	0xd3b7
0xe367	0xd3b8
0xe368	0xd3b9
0xe369	0xd3ba
0xe36a	0xd3bb
0xe36b	0xd3bc
0xe36c	0xd3bd
0xe36d	0xd3be
0xe36e	0xd3bf
0xe36f	0xd3c0
0xe370	0xd3c1
0xe371	0xd3c2
0xe372	0xd3c3
0xe373	0xd3c4
0xe374	0xd3c5
0xe375	0xd3c6
0xe376	0xd3c7
0xe377	0xd3c8
0xe378	0xd3c9
0xe379	0xd3ca
0xe37a	0xd3cb
0xe37b	0xd3cc
0xe37c	0xd3cd
0xe37d	0xd3ce
0xe37e	0xd3cf
0xe37f	0xd3d0
0xe380	0xd3d1
0xe381	0xd3d2
0xe382	0xd3d3
0xe383	0xd3d4
0xe384	0xd3d5
0xe385	0xd3d6
0xe386	0xd3d7
0xe387	0xd3d8
0xe388	0xd3d9
0xe389	0xd3da
0xe38a	0xd3db
0xe38b	0xd3dc
0xe38c	0xd3dd
0xe38d	0xd3de
0xe38e	0xd3df
0xe38f	0xd3e0
0xe390	0xd3e1
0xe391	0xd3e2
0xe392	0xd3e3
0xe393	0xd3e4
0xe394	0xd3e5
0xe395	0xd3e6
0xe396	0xd3e7
0xe397	0xd3e8
0xe398	0xd3e9
0xe399	0xd3ea
0xe39a	0xd3eb
0xe39b	0xd3ec
0xe39c	0xd3ed
0xe39d	0xd3ee
0xe39e	0xd3ef
0xe39f	0xd3f0
0xe3a0	0xd3f1
0xe3a1	0xd3f2
0xe3a2	0xd3f3
0xe3a3	0xd3f4
0xe3a4	0xd3f5
0xe3a5	0xd3f6
0xe3a6	0xd3f7
0xe3a7	0xd3f8
0xe3a8	0xd3f9
0xe3a9	0xd3fa
0xe3aa	0xd3fb
0xe3ab	0xd3fc
0xe3ac	0xd440
0xe3ad	0xd441
0xe3ae	0xd442
0xe3af	0xd443
0xe3b0	0xd444
0xe3b1	0xd445
0xe3b2	0xd446
0xe3b3	0xd447
0xe3b4	0xd448
0xe3b5	0xd449
0xe3b6	0xd44a
0xe3b7	0xd44b
0xe3b8	0xd44c
0xe3b9	0xd44d
0xe3ba	0xd44e
0xe3bb	0xd44f
0xe3bc	0xd450
0xe3bd	0xd451
0xe3be	0xd452
0xe3bf	0xd453
0xe3c0	0xd454
0xe3c1	0xd455
0xe3c2	0xd456
0xe3c3	0xd457
0xe3c4	0xd458
0xe3c5	0xd459
0xe3c6	0xd45a
0xe3c7	0xd45b
0xe3c8	0xd45c
0xe3c9	0xd45d
0xe3ca	0xd45e
0xe3cb	0xd45f
0xe3cc	0xd460
0xe3cd	0xd461
0xe3ce	0xd462
0xe3cf	0xd463
0xe3d0	0xd464
0xe3d1	0xd465
0xe3d2	0xd466
0xe3d3	0xd467
0xe3d4	0xd468
0xe3d5	0xd469
0xe3d6	0xd46a
0xe3d7	0xd46b
0xe3d8	0xd46c
0xe3d9	0xd46d
0xe3da	0xd46e
0xe3db	0xd46f
0xe3dc	0xd470
0xe3dd	0xd471
0xe3de	0xd472
0xe3df	0xd473
0xe3e0	0xd474
0xe3e1	0xd475
0xe3e2	0xd476
0xe3e3	0xd477
0xe3e4	0xd478
0xe3e5	0xd479
0xe3e6	0xd47a
0xe3e7	0xd47b
0xe3e8	0xd47c
0xe3e9	0xd47d
0xe3ea	0xd47e
0xe3eb	0xd480
0xe3ec	0xd481
0xe3ed	0xd482
0xe3ee	0xd483
0xe3ef	0xd484
0xe3f0	0xd485
0xe3f1	0xd486
0xe3f2	0xd487
0xe3f3	0xd488
0xe3f4	0xd489
0xe3f5	0xd48a
0xe3f6	0xd48b
0xe3f7	0xd48c
0xe3f8	0xd48d
0xe3f9	0xd48e
0xe3fa	0xd48f
0xe3fb	0xd490
0xe3fc	0xd491
0xe3fd	0xd492
0xe3fe	0xd493
0xe3ff	0xd494
0xe400	0xd495
0xe401	0xd496
0xe402	0xd497
0xe403	0xd498
0xe404	0xd499
0xe405	0xd49a
0xe406	0xd49b
0xe407	0xd49c
0xe408	0xd49d
0xe409	0xd49e
0xe40a	0xd49f
0xe40b	0xd4a0
0xe40c	0xd4a1
0xe40d	0xd4a2
0xe40e	0xd4a3
0xe40f	0xd4a4
0xe410	0xd4a5
0xe411	0xd4a6
0xe412	0xd4a7
0xe413	0xd4a8
0xe414	0xd4a9
0xe415	0xd4aa
0xe416	0xd4ab
0xe417	0xd4ac
0xe418	0xd4ad
0xe419	0xd4ae
0xe41a	0xd4af
0xe41b	0xd4b0
0xe41c	0xd4b1
0xe41d	0xd4b2
0xe41e	0xd4b3
0xe41f	0xd4b4
0xe420	0xd4b5
0xe421	0xd4b6
0xe422	0xd4b7
0xe423	0xd4b8
0xe424	0xd4b9
0xe425	0xd4ba
0xe426	0xd4bb
0xe427	0xd4bc
0xe428	0xd4bd
0xe429	0xd4be
0xe42a	0xd4bf
0xe42b	0xd4c0
0xe42c	0xd4c1
0xe42d	0xd4c2
0xe42e	0xd4c3
0xe42f	0xd4c4
0xe430	0xd4c5
0xe431	0xd4c6
0xe432	0xd4c7
0xe433	0xd4c8
0xe434	0xd4c9
0xe435	0xd4ca
0xe436	0xd4cb
0xe437	0xd4cc
0xe438	0xd4cd
0xe439	0xd4ce
0xe43a	0xd4cf
0xe43b	0xd4d0
0xe43c	0xd4d1
0xe43d	0xd4d2
0xe43e	0xd4d3
0xe43f	0xd4d4
0xe440	0xd4d5
0xe441	0xd4d6
0xe442	0xd4d7
0xe443	0xd4d8
0xe444	0xd4d9
0xe445	0xd4da
0xe446	0xd4db
0xe447	0xd4dc
0xe448	0xd4dd
0xe449	0xd4de
0xe44a	0xd4df
0xe44b	0xd4e0
0xe44c	0xd4e1
0xe44d	0xd4e2
0xe44e	0xd4e3
0xe44f	0xd4e4
0xe450	0xd4e5
0xe451	0xd4e6
0xe452	0xd4e7
0xe453	0xd4e8
0xe454	0xd4e9
0xe455	0xd4ea
0xe456	0xd4eb
0xe457	0xd4ec
0xe458	0xd4ed
0xe459	0xd4ee
0xe45a	0xd4ef
0xe45b	0xd4f0
0xe45c	0xd4f1
0xe45d	0xd4f2
0xe45e	0xd4f3
0xe45f	0xd4f4
0xe460	0xd4f5
0xe461	0xd4f6
0xe462	0xd4f7
0xe463	0xd4f8
0xe464	0xd4f9
0xe465	0xd4fa
0xe466	0xd4fb
0xe467	0xd4fc
0xe468	0xd540
0xe469	0xd541
0xe46a	0xd542
0xe46b	0xd543
0xe46c	0xd544
0xe46d	0xd545
0xe46e	0xd546
0xe46f	0xd547
0xe470	0xd548
0xe471	0xd549
0xe472	0xd54a
0xe473	0xd54b
0xe474	0xd54c
0xe475	0xd54d
0xe476	0xd54e
0xe477	0xd54f
0xe478	0xd550
0xe479	0xd551
0xe47a	0xd552
0xe47b	0xd553
0xe47c	0xd554
0xe47d	0xd555
0xe47e	0xd556
0xe47f	0xd557
0xe480	0xd558
0xe481	0xd559
0xe482	0xd55a
0xe483	0xd55b
0xe484	0xd55c
0xe485	0xd55d
0xe486	0xd55e
0xe487	0xd55f
0xe488	0xd560
0xe489	0xd561
0xe48a	0xd562
0xe48b	0xd563
0xe48c	0xd564
0xe48d	0xd565
0xe48e	0xd566
0xe48f	0xd567
0xe490	0xd568
0xe491	0xd569
0xe492	0xd56a
0xe493	0xd56b
0xe494	0xd56c
0xe495	0xd56d
0xe496	0xd56e
0xe497	0xd56f
0xe498	0xd570
0xe499	0xd571
0xe49a	0xd572
0xe49b	0xd573
0xe49c	0xd574
0xe49d	0xd575
0xe49e	0xd576
0xe49f	0xd577
0xe4a0	0xd578
0xe4a1	0xd579
0xe4a2	0xd57a
0xe4a3	0xd57b
0xe4a4	0xd57c
0xe4a5	0xd57d
0xe4a6	0xd57e
0xe4a7	0xd580
0xe4a8	0xd581
0xe4a9	0xd582
0xe4aa	0xd583
0xe4ab	0xd584
0xe4ac	0xd585
0xe4ad	0xd586
0xe4ae	0xd587
0xe4af	0xd588
0xe4b0	0xd589
0xe4b1	0xd58a
0xe4b2	0xd58b
0xe4b3	0xd58c
0xe4b4	0xd58d
0xe4b5	0xd58e
0xe4b6	0xd58f
0xe4b7	0xd590
0xe4b8	0xd591
0xe4b9	0xd592
0xe4ba	0xd593
0xe4bb	0xd594
0xe4bc	0xd595
0xe4bd	0xd596
0xe4be	0xd597
0xe4bf	0xd598
0xe4c0	0xd599
0xe4c1	0xd59a
0xe4c2	0xd59b
0xe4c3	0xd59c
0xe4c4	0xd59d
0xe4c5	0xd59e
0xe4c6	0xd59f
0xe4c7	0xd5a0
0xe4c8	0xd5a1
0xe4c9	0xd5a2
0xe4ca	0xd5a3
0xe4cb	0xd5a4
0xe4cc	0xd5a5
0xe4cd	0xd5a6
0xe4ce	0xd5a7
0xe4cf	0xd5a8
0xe4d0	0xd5a9
0xe4d1	0xd5aa
0xe4d2	0xd5ab
0xe4d3	0xd5ac
0xe4d4	0xd5ad
0xe4d5	0xd5ae
0xe4d6	0xd5af
0xe4d7	0xd5b0
0xe4d8	0xd5b1
0xe4d9	0xd5b2
0xe4da	0xd5b3
0xe4db	0xd5b4
0xe4dc	0xd5b5
0xe4dd	0xd5b6
0xe4de	0xd5b7
0xe4df	0xd5b8
0xe4e0	0xd5b9
0xe4e1	0xd5ba
0xe4e2	0xd5bb
0xe4e3	0xd5bc
0xe4e4	0xd5bd
0xe4e5	0xd5be
0xe4e6	0xd5bf
0xe4e7	0xd5c0
0xe4e8	0xd5c1
0xe4e9	0xd5c2
0xe4ea	0xd5c3
0xe4eb	0xd5c4
0xe4ec	0xd5c5
0xe4ed	0xd5c6
0xe4ee	0xd5c7
0xe4ef	0xd5c8
0xe4f0	0xd5c9
0xe4f1	0xd5ca
0xe4f2	0xd5cb
0xe4f3	0xd5cc
0xe4f4	0xd5cd
0xe4f5	0xd5ce
0xe4f6	0xd5cf
0xe4f7	0xd5d0
0xe4f8	0xd5d1
0xe4f9	0xd5d2
0xe4fa	0xd5d3
0xe4fb	0xd5d4
0xe4fc	0xd5d5
0xe4fd	0xd5d6
0xe4fe	0xd5d7
0xe4ff	0xd5d8
0xe500	0xd5d9
0xe501	0xd5da
0xe502	0xd5db
0xe503	0xd5dc
0xe504	0xd5dd
0xe505	0xd5de
0xe506	0xd5df
0xe507	0xd5e0
0xe508	0xd5e1
0xe509	0xd5e2
0xe50a	0xd5e3
0xe50b	0xd5e4
0xe50c	0xd5e5
0xe50d	0xd5e6
0xe50e	0xd5e7
0xe50f	0xd5e8
0xe510	0xd5e9
0xe511	0xd5ea
0xe512	0xd5eb
0xe513	0xd5ec
0xe514	0xd5ed
0xe515	0xd5ee
0xe516	0xd5ef
0xe517	0xd5f0
0xe518	0xd5f1
0xe519	0xd5f2
0xe51a	0xd5f3
0xe51b	0xd5f4
0xe51c	0xd5f5
0xe51d	0xd5f6
0xe51e	0xd5f7
0xe51f	0xd5f8
0xe520	0xd5f9
0xe521	0xd5fa
0xe522	0xd5fb
0xe523	0xd5fc
0xe524	0xd640
0xe525	0xd641
0xe526	0xd642
0xe527	0xd643
0xe528	0xd644
0xe529	0xd645
0xe52a	0xd646
0xe52b	0xd647
0xe52c	0xd648
0xe52d	0xd649
0xe52e	0xd64a
0xe52f	0xd64b
0xe530	0xd64c
0xe531	0xd64d
0xe532	0xd64e
0xe533	0xd64f
0xe534	0xd650
0xe535	0xd651
0xe536	0xd652
0xe537	0xd653
0xe538	0xd654
0xe539	0xd655
0xe53a	0xd656
0xe53b	0xd657
0xe53c	0xd658
0xe53d	0xd659
0xe53e	0xd65a
0xe53f	0xd65b
0xe540	0xd65c
0xe541	0xd65d
0xe542	0xd65e
0xe543	0xd65f
0xe544	0xd660
0xe545	0xd661
0xe546	0xd662
0xe547	0xd663
0xe548	0xd664
0xe549	0xd665
0xe54a	0xd666
0xe54b	0xd667
0xe54c	0xd668
0xe54d	0xd669
0xe54e	0xd66a
0xe54f	0xd66b
0xe550	0xd66c
0xe551	0xd66d
0xe552	0xd66e
0xe553	0xd66f
0xe554	0xd670
0xe555	0xd671
0xe556	0xd672
0xe557	0xd673
0xe558	0xd674
0xe559	0xd675
0xe55a	0xd676
0xe55b	0xd677
0xe55c	0xd678
0xe55d	0xd679
0xe55e	0xd67a
0xe55f	0xd67b
0xe560	0xd67c
0xe561	0xd67d
0xe562	0xd67e
0xe563	0xd680
0xe564	0xd681
0xe565	0xd682
0xe566	0xd683
0xe567	0xd684
0xe568	0xd685
0xe569	0xd686
0xe56a	0xd687
0xe56b	0xd688
0xe56c	0xd689
0xe56d	0xd68a
0xe56e	0xd68b
0xe56f	0xd68c
0xe570	0xd68d
0xe571	0xd68e
0xe572	0xd68f
0xe573	0xd690
0xe574	0xd691
0xe575	0xd692
0xe576	0xd693
0xe577	0xd694
0xe578	0xd695
0xe579	0xd696
0xe57a	0xd697
0xe57b	0xd698
0xe57c	0xd699
0xe57d	0xd69a
0xe57e	0xd69b
0xe57f	0xd69c
0xe580	0xd69d
0xe581	0xd69e
0xe582	0xd69f
0xe583	0xd6a0
0xe584	0xd6a1
0xe585	0xd6a2
0xe586	0xd6a3
0xe587	0xd6a4
0xe588	0xd6a5
0xe589	0xd6a6
0xe58a	0xd6a7
0xe58b	0xd6a8
0xe58c	0xd6a9
0xe58d	0xd6aa
0xe58e	0xd6ab
0xe58f	0xd6ac
0xe590	0xd6ad
0xe591	0xd6ae
0xe592	0xd6af
0xe593	0xd6b0
0xe594	0xd6b1
0xe595	0xd6b2
0xe596	0xd6b3
0xe597	0xd6b4
0xe598	0xd6b5
0xe599	0xd6b6
0xe59a	0xd6b7
0xe59b	0xd6b8
0xe59c	0xd6b9
0xe59d	0xd6ba
0xe59e	0xd6bb
0xe59f	0xd6bc
0xe5a0	0xd6bd
0xe5a1	0xd6be
0xe5a2	0xd6bf
0xe5a3	0xd6c0
0xe5a4	0xd6c1
0xe5a5	0xd6c2
0xe5a6	0xd6c3
0xe5a7	0xd6c4
0xe5a8	0xd6c5
0xe5a9	0xd6c6
0xe5aa	0xd6c7
0xe5ab	0xd6c8
0xe5ac	0xd6c9
0xe5ad	0xd6ca
0xe5ae	0xd6cb
0xe5af	0xd6cc
0xe5b0	0xd6cd
0xe5b1	0xd6ce
0xe5b2	0xd6cf
0xe5b3	0xd6d0
0xe5b4	0xd6d1
0xe5b5	0xd6d2
0xe5b6	0xd6d3
0xe5b7	0xd6d4
0xe5b8	0xd6d5
0xe5b9	0xd6d6
0xe5ba	0xd6d7
0xe5bb	0xd6d8
0xe5bc	0xd6d9
0xe5bd	0xd6da
0xe5be	0xd6db
0xe5bf	0xd6dc
0xe5c0	0xd6dd
0xe5c1	0xd6de
0xe5c2	0xd6df
0xe5c3	0xd6e0
0xe5c4	0xd6e1
0xe5c5	0xd6e2
0xe5c6	0xd6e3
0xe5c7	0xd6e4
0xe5c8	0xd6e5
0xe5c9	0xd6e6
0xe5ca	0xd6e7
