3B 0x0300 0x0001 0x8100    ; CJK Ideograph
0xD73B 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD73C 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD73D 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD73E 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD73F 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD740 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD741 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD742 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD743 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD744 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD745 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD746 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD747 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD748 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD749 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD74A 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD74B 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD74C 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD74D 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD74E 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD74F 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD750 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD751 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD752 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD753 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD754 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD755 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD756 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD757 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD758 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD759 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD75A 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD75B 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD75C 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD75D 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD75E 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD75F 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD760 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD761 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD762 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD763 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD764 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD765 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD766 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD767 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD768 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD769 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD76A 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD76B 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD76C 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD76D 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD76E 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD76F 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD770 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD771 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD772 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD773 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD774 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD775 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD776 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD777 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD778 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD779 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD77A 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD77B 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD77C 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD77D 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD77E 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD77F 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD780 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD781 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD782 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD783 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD784 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD785 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD786 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD787 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD788 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD789 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD78A 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD78B 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD78C 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD78D 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD78E 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD78F 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD790 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD791 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD792 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD793 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD794 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD795 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD796 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD797 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD798 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD799 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD79A 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD79B 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD79C 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD79D 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD79E 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD79F 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD7A0 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD7A1 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD7A2 0x0300 0x0001 0x8000    ; Hangul Syllable
0xD7A3 0x0300 0x0001 0x8000    ; <Hangul Syllable, Last>
0xD800 0x0200 0x0001 0x0000    ; <Non Private Use High Surrogate, First>
0xD801 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD802 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD803 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD804 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD805 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD806 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD807 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD808 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD809 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD80A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD80B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD80C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD80D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD80E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD80F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD810 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD811 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD812 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD813 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD814 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD815 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD816 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD817 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD818 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD819 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD81A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD81B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD81C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD81D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD81E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD81F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD820 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD821 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD822 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD823 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD824 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD825 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD826 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD827 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD828 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD829 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD82A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD82B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD82C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD82D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD82E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD82F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD830 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD831 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD832 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD833 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD834 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD835 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD836 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD837 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD838 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD839 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD83A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD83B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD83C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD83D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD83E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD83F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD840 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD841 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD842 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD843 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD844 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD845 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD846 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD847 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD848 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD849 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD84A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD84B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD84C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD84D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD84E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD84F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD850 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD851 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD852 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD853 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD854 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD855 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD856 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD857 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD858 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD859 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD85A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD85B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD85C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD85D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD85E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD85F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD860 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD861 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD862 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD863 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD864 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD865 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD866 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD867 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD868 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD869 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD86A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD86B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD86C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD86D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD86E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD86F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD870 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD871 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD872 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD873 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD874 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD875 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD876 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD877 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD878 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD879 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD87A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD87B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD87C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD87D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD87E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD87F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD880 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD881 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD882 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD883 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD884 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD885 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD886 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD887 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD888 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD889 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD88A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD88B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD88C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD88D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD88E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD88F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD890 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD891 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD892 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD893 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD894 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD895 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD896 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD897 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD898 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD899 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD89A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD89B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD89C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD89D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD89E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD89F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8A9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8AA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8AB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8AC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8AD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8AE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8AF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8B9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8BA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8BB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8BC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8BD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8BE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8BF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8C9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8CA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8CB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8CC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8CD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8CE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8CF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8D9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8DA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8DB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8DC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8DD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8DE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8DF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8E9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8EA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8EB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8EC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8ED 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8EE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8EF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F0 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F1 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F2 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F3 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F4 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F5 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F6 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F7 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F8 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8F9 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8FA 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8FB 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8FC 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8FD 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8FE 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD8FF 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD900 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD901 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD902 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD903 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD904 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD905 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD906 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD907 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD908 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD909 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD90A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD90B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD90C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD90D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD90E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD90F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD910 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD911 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD912 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD913 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD914 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD915 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD916 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD917 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD918 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD919 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD91A 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD91B 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD91C 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD91D 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD91E 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD91F 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD920 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD921 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD922 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD923 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD924 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD925 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD926 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
0xD927 0x0200 0x0001 0x0000    ; Non Private Use High Surrogate
