1	;Fullwidth Solidus
0x757e	0xd236	;
0x757f	0xedeb	;B
0x7580	0xd856	;j
0x7584	0xdd5f	;s
0x7586	0xf8d1	;æ
0x7587	0xf8d0	;å
0x758a	0xfbe8	;|
0x758b	0xc6f4	;
0x758c	0xa835	;s
0x758f	0xdcad	;
0x7590	0xcc21	;
0x7591	0xe9ea	;
0x7592	0xa8a9	;?x
0x7594	0xa46f	;o
0x7595	0xa470	;p
0x7598	0xa836	;t
0x7599	0xcef9	;
0x759a	0xcefa	;
0x759d	0xcef8	;
0x75a2	0xd2d2	;
0x75a3	0xd2d3	;
0x75a4	0xd2d0	;
0x75a5	0xd2d1	;
0x75a7	0xac3e	;
0x75aa	0xac3f	;
0x75ab	0xd2cf	;
0x75b0	0xb126	;
0x75b2	0xd6eb	;h
0x75b3	0xd6ec	;i
0x75b5	0xdcb0	;
0x75b6	0xb12c	;
0x75b8	0xd6f1	;n
0x75b9	0xd6ef	;l
0x75ba	0xb12d	;
0x75bb	0xb128	;
0x75bc	0xd6ee	;k
0x75bd	0xd6ed	;j
0x75be	0xd6e8	;e
0x75bf	0xb12b	;
0x75c0	0xb12a	;
0x75c1	0xb127	;
0x75c2	0xd6f0	;m
0x75c4	0xb129	;
0x75c5	0xd6e9	;f
0x75c7	0xd6ea	;g
0x75ca	0xdcb1	;
0x75cb	0xb744	;֡
0x75cc	0xb745	;֢
0x75cd	0xdcb2	;
0x75ce	0xb741	;|
0x75cf	0xb743	;~
0x75d0	0xb747	;֤
0x75d1	0xb746	;֣
0x75d2	0xb742	;}
0x75d4	0xdcae	;
0x75d5	0xdcaf	;
0x75d7	0xbe3a	;ڶ
0x75d8	0xe0f1	;k
0x75d9	0xe0f0	;j
0x75da	0xbe34	;ڰ
0x75db	0xe0ee	;h
0x75dd	0xbe37	;ڳ
0x75de	0xe0f2	;l
0x75df	0xbe38	;ڴ
0x75e0	0xe0f3	;m
0x75e1	0xbe35	;ڱ
0x75e2	0xe0ed	;g
0x75e3	0xe0ef	;i
0x75e4	0xbe39	;ڵ
0x75e6	0xbe36	;ڲ
0x75e7	0xbe33	;گ
0x75ed	0xc538	;
0x75ef	0xc52d	;
0x75f0	0xe5b8	;
0x75f1	0xe5bb	;
0x75f2	0xe5ba	;
0x75f3	0xe5bf	;
0x75f4	0xe5be	;
0x75f5	0xc539	;
0x75f6	0xc537	;
0x75f7	0xc530	;
0x75f8	0xc534	;
0x75f9	0xc533	;
0x75fa	0xe5bc	;
0x75fb	0xc536	;
0x75fc	0xc532	;
0x75fd	0xc53a	;
0x75fe	0xc531	;
0x75ff	0xe5bd	;
0x7600	0xe5b7	;
0x7601	0xe5b9	;
0x7603	0xc52f	;
0x7608	0xcc23	;
0x7609	0xe9ee	;
0x760a	0xcc27	;
0x760b	0xe9ed	;
0x760c	0xcc24	;
0x760d	0xe9ec	;
0x760f	0xc52e	;
0x7610	0xc535	;
0x7611	0xcc26	;
0x7613	0xe9ef	;
0x7614	0xcc28	;
0x7615	0xcc25	;
0x7616	0xcc22	;
0x7619	0xd239	;
0x761a	0xd23d	;
0x761b	0xd23f	;
0x761c	0xd23b	;
0x761d	0xd23a	;
0x761e	0xd238	;
0x761f	0xedee	;E
0x7620	0xedec	;C
0x7621	0xedf1	;H
0x7622	0xedf2	;I
0x7623	0xd23c	;
0x7624	0xedef	;F
0x7625	0xd237	;
0x7626	0xedf0	;G
0x7627	0xe9eb	;
0x7628	0xd23e	;
0x7629	0xeded	;D
0x762d	0xd858	;l
0x762f	0xd857	;k
0x7630	0xd85f	;s
0x7631	0xd859	;m
0x7632	0xd85e	;r
0x7633	0xd85b	;o
0x7634	0xf1ca	;`
0x7635	0xd85d	;q
0x7638	0xf1cb	;a
0x763a	0xf1cc	;b
0x763c	0xd85c	;p
0x763d	0xd85a	;n
0x7642	0xf4c3	;
0x7643	0xdd60	;t
0x7646	0xf4c2	;
0x7647	0xdd63	;w
0x7648	0xdd61	;u
0x7649	0xdd62	;v
0x764c	0xf4c4	;
0x7650	0xe23a	;M
0x7652	0xf6eb	;¡
0x7653	0xe23b	;N
0x7656	0xf6e9	;}
0x7657	0xe23c	;O
0x7658	0xf6ea	;~
0x7659	0xe239	;L
0x765a	0xe23d	;P
0x765c	0xe237	;J
0x765f	0xf8d2	;ç
0x7660	0xe624	;x
0x7661	0xf8d3	;è
0x7662	0xf9fa	;o
0x7664	0xe238	;K
0x7665	0xf9fb	;p
0x7669	0xfaf9	;
0x766a	0xeb6d	;
0x766c	0xfbea	;~
0x766d	0xed62	;
0x766e	0xfbe9	;}
0x7670	0xef39	;
0x7671	0xfce1	;
0x7672	0xfce2	;
0x7675	0xf23a	;
0x7676	0xa8aa	;?x
0x7678	0xd2d4	;
0x7679	0xac40	;
0x767b	0xe0f4	;n
0x767c	0xe0f5	;o
0x767d	0xc6f5	;
0x767e	0xc8cb	;
0x767f	0xa267	;G
0x7681	0xa471	;q
0x7682	0xcbb0	;m
0x7684	0xcefb	;
0x7686	0xd2d5	;
0x7687	0xd2d6	;
0x7688	0xd2d7	;
0x7689	0xb749	;֦
0x768a	0xb12e	;
0x768b	0xd6f2	;o
0x768e	0xdcb3	;
0x768f	0xb748	;֥
0x7692	0xbe3c	;ڸ
0x7693	0xe0f7	;q
0x7695	0xbe3b	;ڷ
0x7696	0xe0f6	;p
0x7699	0xc53b	;
0x769a	0xedf3	;J
0x769b	0xd243	;
0x769c	0xd240	;
0x769d	0xd241	;
0x769e	0xd242	;
0x76a4	0xdd64	;x
0x76a6	0xe23e	;Q
0x76aa	0xe940	;q
0x76ab	0xe93f	;p
0x76ad	0xed63	;
0x76ae	0xc6f6	;
0x76af	0xa837	;u
0x76b0	0xd6f3	;p
0x76b4	0xe0f8	;r
0x76b5	0xc53c	;
0x76b8	0xcc29	;
0x76ba	0xedf4	;K
0x76bb	0xd860	;t
0x76bd	0xe23f	;R
0x76be	0xe941	;r
0x76bf	0xc6f7	;
0x76c2	0xcefc	;
0x76c3	0xd2da	;
0x76c4	0xac41	;
0x76c5	0xd2db	;
0x76c6	0xd2d9	;
0x76c8	0xd2d8	;
0x76c9	0xb12f	;
0x76ca	0xd6f4	;q
0x76cd	0xd6f5	;r
0x76ce	0xd6f6	;s
0x76d2	0xdcb5	;
0x76d3	0xb74a	;֧
0x76d4	0xdcb4	;
0x76da	0xbe3d	;ڹ
0x76db	0xdcb6	;
0x76dc	0xe0f9	;s
0x76dd	0xc53d	;
0x76de	0xe5c0	;
0x76df	0xe5c1	;
0x76e1	0xe9f0	;
0x76e3	0xe9f1	;
0x76e4	0xedf5	;L
0x76e5	0xf1ce	;d
0x76e6	0xd861	;u
0x76e7	0xf1cd	;c
0x76e9	0xdd65	;y
0x76ea	0xf4c5	;
0x76ec	0xe240	;S
0x76ed	0xe942	;s
0x76ee	0xc6f8	;
0x76ef	0xcbb1	;n
0x76f0	0xa83a	;x
0x76f1	0xa839	;w
0x76f2	0xcefd	;
0x76f3	0xa838	;v
0x76f4	0xcefe	;
0x76f5	0xa83b	;y
0x76f7	0xac47	;
0x76f8	0xd2de	;
0x76f9	0xd2dd	;
0x76fa	0xac49	;
0x76fb	0xac48	;
0x76fc	0xd2e2	;
0x76fe	0xd2e1	;
0x7701	0xd2dc	;
0x7703	0xac43	;
0x7704	0xac44	;
0x7705	0xac45	;
0x7707	0xd2e3	;
0x7708	0xac42	;
0x7709	0xd2df	;
0x770a	0xac46	;
0x770b	0xd2e0	;
0x7710	0xb132	;
0x7711	0xb136	;
0x7712	0xb134	;
0x7713	0xb133	;
0x7715	0xb137	;
0x7719	0xb138	;
0x771a	0xb139	;
0x771b	0xb131	;
0x771d	0xb130	;
0x771f	0xd6f8	;u
0x7720	0xd6f9	;v
0x7722	0xb13a	;
0x7723	0xb135	;
0x7725	0xb753	;ְ
0x7727	0xb13b	;
0x7728	0xd6fa	;w
0x7729	0xd6f7	;t
0x772d	0xb74d	;֪
0x772f	0xb74c	;֩
0x7731	0xb74e	;֫
0x7732	0xb74f	;֬
0x7733	0xb751	;֮
0x7734	0xb750	;֭
0x7735	0xb755	;ֲ
0x7736	0xdcba	;
0x7737	0xdcb7	;
0x7738	0xdcbb	;
0x7739	0xb74b	;֨
0x773a	0xdcbc	;
0x773b	0xb754	;ֱ
0x773c	0xdcb9	;
0x773d	0xb752	;֯
0x773e	0xdcb8	;
0x7744	0xbe40	;ڼ
0x7745	0xbe42	;ھ
0x7746	0xbe3e	;ں
0x7747	0xbe3f	;ڻ
0x774a	0xbe43	;ڿ
0x774b	0xbe45	;
0x774c	0xbe46	;
0x774d	0xbe41	;ڽ
0x774e	0xbe44	;
0x774f	0xe0fa	;t
0x7752	0xc541	;
0x7754	0xc546	;
0x7755	0xc53e	;
0x7756	0xc542	;
0x7759	0xc547	;
0x775a	0xc543	;
0x775b	0xe5c2	;
0x775c	0xe5ca	;C
0x775e	0xe5c5	;
0x775f	0xc53f	;
0x7760	0xc540	;
0x7761	0xe9f5	;
0x7762	0xe5cd	;F
0x7763	0xe5c6	;
0x7765	0xe5cb	;D
0x7766	0xe5c4	;
0x7767	0xc545	;
0x7768	0xe5cc	;E
0x7769	0xc544	;
0x776a	0xe5c8	;A
0x776b	0xe5c3	;
0x776c	0xe5c9	;B
0x776d	0xc548	;
0x776e	0xcc2e	;
0x776f	0xcc30	;
0x7779	0xe5c7	;@
0x777c	0xcc2b	;
0x777d	0xe9f3	;
0x777e	0xcc31	;
0x777f	0xe9f4	;
0x7780	0xcc2f	;
0x7781	0xcc2a	;
0x7782	0xcc2d	;
0x7783	0xcc32	;
0x7784	0xe9f2	;
0x7785	0xcc2c	;
0x7787	0xedf7	;N
0x7788	0xd247	;
0x7789	0xd246	;
0x778b	0xedfa	;Q
0x778c	0xedf8	;O
0x778d	0xd244	;
0x778e	0xedf6	;M
0x778f	0xd245	;
0x7791	0xedf9	;P
0x7795	0xd869	;}
0x7797	0xd86b	;
0x7799	0xd86a	;~
0x779a	0xd862	;v
0x779b	0xd866	;z
0x779c	0xd865	;y
0x779d	0xd863	;w
0x779e	0xf1d0	;f
0x779f	0xf1d1	;g
0x77a0	0xf1cf	;e
0x77a1	0xd864	;x
0x77a2	0xd867	;{
0x77a3	0xd868	;|
0x77a5	0xf1d2	;h
0x77a7	0xf4ca	;@
0x77a8	0xdd6d	;
0x77aa	0xf4c7	;
0x77ab	0xdd67	;{
0x77ac	0xf4c9	;
0x77ad	0xf4cb	;A
0x77b0	0xf4c8	;
0x77b1	0xdd6c	;
0x77b2	0xdd68	;|
0x77b3	0xf4c6	;
0x77b4	0xdd6b	;
0x77b5	0xdd66	;z
0x77b6	0xdd6a	;~
0x77b7	0xdd69	;}
0x77ba	0xe242	;U
0x77bb	0xf6ee	;¤
0x77bc	0xf6ef	;¥
0x77bd	0xf6ec	;¢
0x77bf	0xf6ed	;£
0x77c2	0xe241	;T
0x77c4	0xe627	;{
0x77c7	0xf8d4	;é
0x77c9	0xe625	;y
0x77ca	0xe626	;z
0x77cc	0xe943	;t
0x77cd	0xe946	;w
0x77ce	0xe944	;u
0x77cf	0xe945	;v
0x77d0	0xeb6e	;
0x77d3	0xfafa	;
0x77d4	0xef3a	;
0x77d5	0xf042	;
0x77d7	0xfce3	;
0x77d8	0xf128	;
0x77d9	0xf129	;
0x77da	0xfdb3	;f
0x77db	0xc6f9	;
0x77dc	0xd2e4	;
0x77de	0xbe47	;
0x77e0	0xc549	;
0x77e2	0xc6fa	;
0x77e3	0xcbb2	;o
0x77e5	0xcfa1	;
0x77e7	0xac4a	;
0x77e8	0xac4b	;
0x77e9	0xd6fb	;x
0x77ec	0xbe48	;
0x77ed	0xe0fb	;u
0x77ee	0xe5ce	;G
0x77ef	0xf4cc	;B
0x77f0	0xdd6e	;
0x77f1	0xe628	;|
0x77f2	0xe947	;x
0x77f3	0xc6fb	;
0x77f7	0xa841	;͡
0x77f8	0xa83c	;z
0x77f9	0xa83e	;|
0x77fa	0xa840	;~
0x77fb	0xa83f	;}
0x77fc	0xa83d	;{
0x77fd	0xcfa2	;
0x7802	0xd2e5	;
0x7803	0xac54	;
0x7805	0xac4f	;
0x7806	0xac4c	;
0x7809	0xac53	;
0x780c	0xd2e7	;
0x780d	0xd2e8	;
0x780e	0xac52	;
0x780f	0xac51	;
0x7810	0xac50	;
0x7811	0xac4d	;
0x7812	0xac4e	;
0x7813	0xac55	;
0x7814	0xd2e6	;
0x781d	0xd7a1	;|
0x781f	0xd7a7	;
0x7820	0xd7a6	;
0x7821	0xb144	;
0x7822	0xb13e	;
0x7823	0xb13c	;
0x7825	0xd7a4	;
0x7826	0xb75c	;ֹ
0x7827	0xd6fd	;z
0x7828	0xb141	;
0x7829	0xb145	;
0x782a	0xb147	;
0x782b	0xb143	;
0x782c	0xb13d	;
0x782d	0xd7a5	;
0x782e	0xb142	;
0x782f	0xb140	;
0x7830	0xd6fc	;y
0x7831	0xb148	;
0x7832	0xd7a8	;
0x7833	0xb146	;
0x7834	0xd7a2	;}
0x7835	0xb13f	;
0x7837	0xd7a3	;~
0x7838	0xd6fe	;{
0x7843	0xdcbe	;
0x7845	0xb75d	;ֺ
0x7848	0xb756	;ֳ
0x7849	0xb758	;ֵ
0x784a	0xb75a	;ַ
0x784c	0xb75b	;ָ
0x784d	0xb759	;ֶ
0x784e	0xdcbf	;
0x7850	0xb75e	;ֻ
0x7852	0xb757	;ִ
0x785c	0xbe4c	;
0x785d	0xe0fc	;v
0x785e	0xbe54	;
0x7860	0xbe49	;
0x7862	0xbe55	;
0x7864	0xbe4a	;
0x7865	0xbe4b	;
0x7868	0xbe53	;
0x7869	0xbe52	;
0x786a	0xbe4f	;
0x786b	0xdcbd	;
0x786c	0xe0fd	;w
0x786d	0xbe4d	;
0x786e	0xbe50	;
0x786f	0xe0fe	;x
0x7870	0xbe51	;
0x7871	0xbe4e	;
0x7879	0xc554	;
0x787b	0xc558	;
0x787c	0xe5d5	;N
0x787e	0xcc38	;
0x787f	0xe5d8	;Q
0x7880	0xc556	;
0x7883	0xc553	;
0x7884	0xc54e	;
0x7885	0xc550	;
0x7886	0xc551	;
0x7887	0xc54a	;
0x7889	0xe5d4	;M
0x788c	0xe5d3	;L
0x788e	0xe5cf	;H
0x788f	0xc54d	;
0x7891	0xe5d6	;O
0x7893	0xe5d7	;P
0x7894	0xc54c	;
0x7895	0xc54f	;
0x7896	0xc557	;
0x7897	0xe5d1	;J
0x7898	0xe5d2	;K
0x7899	0xc555	;
0x789a	0xc54b	;
0x789e	0xcc3a	;
0x789f	0xe9f7	;
0x78a0	0xcc3c	;
0x78a1	0xc552	;
0x78a2	0xcc3e	;
0x78a3	0xe9fb	;
0x78a4	0xcc3f	;
0x78a5	0xcc3b	;
0x78a7	0xe9f8	;
0x78a8	0xcc37	;
0x78a9	0xe9fa	;
0x78aa	0xcc34	;
0x78ab	0xcc39	;
0x78ac	0xcc3d	;
0x78ad	0xcc36	;
0x78b0	0xe5d0	;I
0x78b2	0xcc33	;
0x78b3	0xe9f9	;
0x78b4	0xcc35	;
0x78ba	0xedfd	;T
0x78bb	0xd249	;
0x78bc	0xeea3	;X
0x78be	0xeea1	;V
0x78c1	0xe9f6	;
0x78c3	0xd250	;
0x78c4	0xd251	;
0x78c5	0xedfc	;S
0x78c8	0xd24f	;
0x78c9	0xd252	;
0x78ca	0xedfe	;U
0x78cb	0xedfb	;R
0x78cc	0xd24b	;
0x78cd	0xd248	;
0x78ce	0xd24d	;
0x78cf	0xd24a	;
0x78d0	0xeea4	;Y
0x78d1	0xd24c	;
0x78d4	0xd24e	;
0x78d5	0xeea2	;W
0x78da	0xf1d4	;j
0x78db	0xd872	;
0x78dd	0xd86c	;
0x78de	0xd870	;
0x78df	0xd876	;
0x78e0	0xd877	;
0x78e1	0xd873	;
0x78e2	0xd874	;
0x78e3	0xd871	;
0x78e5	0xd86e	;
0x78e7	0xf1d6	;l
0x78e8	0xf1d3	;i
0x78e9	0xd86d	;
0x78ea	0xd86f	;
0x78ec	0xf1d5	;k
0x78ed	0xd875	;
0x78ef	0xf4d0	;F
0x78f2	0xdd75	;
0x78f3	0xdd6f	;
0x78f4	0xf4cf	;E
0x78f7	0xf4cd	;C
0x78f9	0xdd77	;
0x78fa	0xf4ce	;D
0x78fb	0xdd72	;
0x78fc	0xdd73	;
0x78fd	0xdd70	;
0x78fe	0xdd78	;
0x78ff	0xdd74	;V
0x7901	0xf4d1	;G
0x7902	0xdd71	;
0x7904	0xdd79	;
0x7905	0xdd76	;
0x7909	0xe246	;Z
0x790c	0xe243	;W
0x790e	0xf6f0	;¦
0x7910	0xe247	;[
0x7911	0xe249	;]
0x7912	0xe248	;\
0x7913	0xe244	;X
0x7914	0xe245	;Y
0x7917	0xe62d	;
0x7919	0xf8d5	;ê
0x791b	0xe62a	;~
0x791c	0xe62c	;
0x791d	0xe629	;}
0x791e	0xe62e	;
0x7921	0xe62b	;
0x7923	0xe949	;z
0x7924	0xe94c	;}
0x7925	0xe948	;y
0x7926	0xf9fc	;q
0x7927	0xe94a	;{
0x7928	0xe94b	;|
0x7929	0xe94d	;~
0x792a	0xf9fd	;r
0x792b	0xfaa1	;t
0x792c	0xf9fe	;s
0x792d	0xeb6f	;
0x792f	0xeb71	;
0x7931	0xeb70	;
0x7935	0xed64	;
0x7938	0xf043	;
0x7939	0xf12a	;
0x793a	0xc6fc	;
0x793d	0xa472	;r
0x793e	0xcfa3	;
0x793f	0xa843	;ͣ
0x7940	0xcfa4	;
0x7941	0xcfa5	;
0x7942	0xa842	;͢
0x7944	0xac5a	;
0x7945	0xac59	;
0x7946	0xd2e9	;
0x7947	0xd2ec	;
0x7948	0xd2eb	;
0x7949	0xd2ea	;
0x794a	0xac56	;
0x794b	0xac58	;
0x794c	0xac57	;
0x794f	0xb14b	;
0x7950	0xd7aa	;
0x7951	0xb14f	;
0x7952	0xb14e	;
0x7953	0xb14d	;
0x7954	0xb149	;
0x7955	0xd7a9	;
0x7956	0xd7ad	;
0x7957	0xd7b0	;
0x795a	0xd7b1	;
0x795b	0xb14a	;
0x795c	0xb14c	;
0x795d	0xd7af	;
0x795e	0xd7ae	;
0x795f	0xd7ac	;
0x7960	0xd7ab	;
0x7961	0xb765	;
0x7963	0xb763	;
0x7964	0xb75f	;ּ
0x7965	0xdcc0	;
0x7967	0xb760	;ֽ
0x7968	0xdcc1	;
0x7969	0xb761	;־
0x796a	0xb762	;ֿ
0x796b	0xb764	;
0x796d	0xdcc2	;
0x7970	0xbe59	;
0x7972	0xbe58	;
0x7973	0xbe57	;
0x7974	0xbe56	;
0x7979	0xc55c	;
0x797a	0xe5d9	;R
0x797c	0xc559	;
0x797d	0xc55b	;
0x797f	0xe5da	;S
0x7981	0xe5db	;T
0x7982	0xc55a	;
0x7988	0xcc48	;A
0x798a	0xcc41	;
0x798b	0xcc42	;
0x798d	0xe9fe	;
0x798e	0xe9fc	;
0x798f	0xe9fd	;
0x7990	0xcc4a	;C
0x7992	0xcc49	;B
0x7993	0xcc46	;
0x7994	0xcc45	;
0x7995	0xcc44	;
0x7996	0xcc43	;
0x7997	0xcc47	;@
0x7998	0xcc40	;
0x799a	0xd253	;
0x799b	0xd258	;
0x799c	0xd256	;
0x79a0	0xd255	;
0x79a1	0xd254	;
0x79a2	0xd257	;
0x79a4	0xd878	;
0x79a6	0xf1d7	;m
0x79a7	0xf4d2	;H
0x79a8	0xdd7b	;
0x79aa	0xf4d3	;I
0x79ab	0xdd7a	;
0x79ac	0xe24b	;_
0x79ad	0xe24a	;^
0x79ae	0xf6f1	;§
0x79b0	0xe62f	;
0x79b1	0xf8d6	;ë
0x79b2	0xe94e	;
0x79b3	0xfbeb	;š
0x79b4	0xed65	;
0x79b6	0xf045	;
0x79b7	0xf044	;
0x79b8	0xa167	;ɨ
0x79b9	0xd2ed	;
0x79ba	0xd2ee	;
0x79bb	0xb766	;
0x79bd	0xe5dd	;V
0x79be	0xc6fd	;
0x79bf	0xcbb5	;r
0x79c0	0xcbb4	;q
0x79c1	0xcbb3	;p
0x79c5	0xa844	;ͤ
0x79c8	0xcfa7	;
0x79c9	0xcfa6	;
0x79cb	0xd2f1	;
0x79cd	0xac5c	;
0x79ce	0xac5f	;
0x79cf	0xac5d	;
0x79d1	0xd2ef	;
0x79d2	0xd2f0	;
0x79d5	0xac5b	;
0x79d6	0xac5e	;
0x79d8	0xd7b8	;
0x79dc	0xb156	;
0x79dd	0xb158	;
0x79de	0xb157	;
0x79df	0xd7b5	;
0x79e0	0xb152	;
0x79e3	0xd7b3	;
0x79e4	0xd7b2	;
0x79e6	0xd7b6	;
0x79e7	0xd7b4	;
0x79e9	0xd7b7	;
0x79ea	0xb155	;
0x79eb	0xb150	;
0x79ec	0xb151	;
0x79ed	0xb154	;
0x79ee	0xb153	;
0x79f6	0xb769	;
0x79f7	0xb76a	;
0x79f8	0xb768	;
0x79fa	0xb767	;
0x79fb	0xdcc3	;
0x7a00	0xe1a5	;}
0x7a02	0xbe5a	;
0x7a03	0xbe5c	;
0x7a04	0xbe5e	;
0x7a05	0xe1a4	;|
0x7a08	0xe1a2	;z
0x7a0a	0xbe5b	;
0x7a0b	0xe1a3	;{
0x7a0c	0xbe5d	;
0x7a0d	0xe1a1	;y
0x7a10	0xc566	;A
0x7a11	0xc55d	;
0x7a12	0xc560	;
0x7a13	0xc564	;
0x7a14	0xe5e1	;Z
0x7a15	0xc562	;
0x7a17	0xc561	;
0x7a18	0xc55e	;
0x7a19	0xc55f	;
0x7a1a	0xe5df	;X
0x7a1b	0xc565	;@
0x7a1c	0xe5de	;W
0x7a1e	0xe5e3	;\
0x7a1f	0xe5e2	;[
0x7a20	0xe5e0	;Y
0x7a22	0xc563	;
0x7a26	0xcc50	;I
0x7a28	0xcc4f	;H
0x7a2b	0xcc4b	;D
0x7a2e	0xeaa1	;
0x7a2f	0xcc4e	;G
0x7a30	0xcc4d	;F
0x7a31	0xeaa2	;
0x7a37	0xeea9	;^
0x7a39	0xd25a	;
0x7a3b	0xeeaa	;_
0x7a3c	0xeea6	;[
0x7a3d	0xeea8	;]
0x7a3f	0xeea5	;Z
0x7a40	0xeea7	;\
0x7a44	0xd879	;
0x7a46	0xf1da	;p
0x7a47	0xd87b	;
0x7a48	0xd87a	;
0x7a4a	0xcc4c	;E
0x7a4b	0xf1dc	;r
0x7a4c	0xf1db	;q
0x7a4d	0xf1d8	;n
0x7a4e	0xf1d9	;o
0x7a54	0xde22	;
0x7a56	0xdd7e	;
0x7a57	0xf4d4	;J
0x7a58	0xde21	;
0x7a5a	0xde23	;
0x7a5b	0xdd7d	;
0x7a5c	0xdd7c	;
0x7a5f	0xe24c	;`
0x7a60	0xf6f4	;ª
0x7a61	0xf6f2	;¨
0x7a62	0xf6f3	;©
0x7a67	0xe630	;
0x7a68	0xe631	;
0x7a69	0xf8d8	;í
0x7a6b	0xf8d7	;ì
0x7a6c	0xe950	;
0x7a6d	0xe951	;
0x7a6e	0xe94f	;
0x7a70	0xed66	;
0x7a71	0xed67	;
0x7a74	0xc6fe	;
0x7a75	0xa268	;H
0x7a76	0xcbb6	;s
0x7a78	0xa845	;ͥ
0x7a79	0xcfa9	;
0x7a7a	0xcfa8	;
0x7a7b	0xa846	;ͦ
0x7a7e	0xac61	;@
0x7a7f	0xd2f2	;
0x7a80	0xac60	;
0x7a81	0xd2f3	;
0x7a84	0xd7b9	;
0x7a85	0xb15b	;
0x7a86	0xb159	;
0x7a87	0xb15f	;
0x7a88	0xd7ba	;
0x7a89	0xb15a	;
0x7a8a	0xb15e	;
0x7a8b	0xb15c	;
0x7a8c	0xb15d	;
0x7a8f	0xb76b	;
0x7a90	0xb76d	;
0x7a92	0xdcc4	;
0x7a94	0xb76c	;
0x7a95	0xdcc5	;
0x7a96	0xe1a8	;
0x7a97	0xe1a7	;
0x7a98	0xe1a6	;~
0x7a99	0xbe5f	;
0x7a9e	0xc569	;D
0x7a9f	0xe5e4	;]
0x7aa0	0xe5e5	;^
0x7aa2	0xc568	;C
0x7aa3	0xc567	;B
0x7aa8	0xcc51	;J
0x7aa9	0xeaa4	;
0x7aaa	0xeaa3	;
0x7aab	0xcc52	;K
0x7aac	0xcc53	;L
0x7aae	0xeeac	;a
0x7aaf	0xeeab	;`
0x7ab1	0xd921	;
0x7ab2	0xd25b	;
0x7ab3	0xd25d	;
0x7ab4	0xd25c	;
0x7ab5	0xd87e	;
0x7ab6	0xd87c	;
0x7ab7	0xd922	;
0x7ab8	0xd87d	;
0x7aba	0xf1dd	;s
0x7abe	0xde24	;
0x7abf	0xf4d5	;K
0x7ac0	0xde25	;
0x7ac1	0xde26	;
0x7ac4	0xf6f5	;«
0x7ac5	0xf6f6	;¬
0x7ac7	0xfaa2	;u
0x7aca	0xfcbd	;
0x7acb	0xc7a1	;
0x7ad1	0xac62	;A
0x7ad8	0xb160	;
0x7ad9	0xd7bb	;
0x7adf	0xddfe	;
0x7ae0	0xddfd	;
0x7ae3	0xe1aa	;
0x7ae4	0xbe61	;
0x7ae5	0xe1a9	;
0x7ae6	0xbe60	;
0x7aeb	0xc56a	;E
0x7aed	0xeaa5	;
0x7aee	0xcc54	;M
0x7aef	0xeaa6	;
0x7af6	0xfaa3	;v
0x7af7	0xe952	;
0x7af9	0xc8cc	;
0x7afa	0xcfaa	;
0x7afb	0xa847	;ͧ
0x7afd	0xd2f5	;
0x7aff	0xd2f4	;
0x7b00	0xac63	;B
0x7b01	0xac64	;C
0x7b04	0xb162	;@
0x7b05	0xb164	;B
0x7b06	0xd7bc	;
0x7b08	0xb166	;D
0x7b09	0xb169	;G
0x7b0a	0xb167	;E
0x7b0e	0xb168	;F
0x7b0f	0xb165	;C
0x7b10	0xb161	;
0x7b11	0xd7bd	;
0x7b12	0xb16a	;H
0x7b13	0xb163	;A
0x7b18	0xb776	;
0x7b19	0xdccb	;
0x7b1a	0xb821	;
0x7b1b	0xdcc8	;
0x7b1d	0xb778	;
0x7b1e	0xdccc	;
0x7b20	0xdcc6	;
0x7b22	0xb773	;
0x7b23	0xb822	;
0x7b24	0xb774	;
0x7b25	0xb771	;
0x7b26	0xdcca	;
0x7b28	0xdcc7	;
0x7b2a	0xb777	;
0x7b2b	0xb77a	;
0x7b2c	0xdcc9	;
0x7b2d	0xb77b	;
0x7b2e	0xdccd	;
0x7b2f	0xb77c	;
0x7b30	0xb772	;
0x7b31	0xb779	;
0x7b32	0xb77d	;
0x7b33	0xb775	;
0x7b34	0xb770	;
0x7b35	0xb76e	;
0x7b38	0xb77e	;
0x7b3b	0xb76f	;
0x7b40	0xbe68	;
0x7b44	0xbe64	;
0x7b45	0xbe6a	;
0x7b46	0xe1ad	;
0x7b47	0xbe63	;
0x7b48	0xbe65	;
0x7b49	0xe1ab	;
0x7b4a	0xbe62	;
0x7b4b	0xe1b2	;
0x7b4c	0xbe66	;
0x7b4d	0xe1b1	;
0x7b4e	0xbe67	;
0x7b4f	0xe1b3	;
0x7b50	0xe1ae	;
0x7b51	0xe1b4	;
0x7b52	0xe1af	;
0x7b54	0xe1b0	;
0x7b56	0xe1ac	;
0x7b58	0xbe69	;
0x7b60	0xe5e8	;a
0x7b61	0xc575	;P
0x7b63	0xc578	;S
0x7b64	0xc56c	;G
0x7b65	0xc571	;L
0x7b66	0xc56b	;F
0x7b67	0xe5ea	;c
0x7b69	0xc56f	;J
0x7b6d	0xc56d	;H
0x7b6e	0xe5e9	;b
0x7b70	0xc574	;O
0x7b71	0xc573	;N
0x7b72	0xc570	;K
0x7b73	0xc572	;M
0x7b74	0xc56e	;I
0x7b75	0xeaaa	;
0x7b76	0xc577	;R
0x7b77	0xe5e6	;_
0x7b78	0xc576	;Q
0x7b82	0xcc64	;]
0x7b84	0xeab1	;
0x7b85	0xcc5f	;X
